Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Correction: Constructing collective identities and solidarity in premiers’ early speeches on COVID-19: a global perspective (Humanities and Social Sciences Communications, (2021), 8, 1, (128), 10.1057/s41599-021-00805-x)",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108821403&doi=10.1057%2fs41599-021-00841-7&partnerID=40&md5=745ee776e6e74d97c4880e1c2b3b99ee","The affiliation of one of the authors was wrongly stated as: Kumaran Rajandran, School of Humanities, Universiti Sains, Sains, Malaysia This has now been corrected to: Kumaran Rajandran, School of Humanities, Universiti Sains Malaysia, George Town, Malaysia This has been corrected in all versions of the paper. © The Author(s) 2021",,
"SARS-CoV-2 infection and human semen: possible modes of contamination and transmission",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108296986&doi=10.1186%2fs43043-021-00063-6&partnerID=40&md5=e91cfdf8dd7140fb8ef34cf95459c43e","Background: Coronavirus disease 2019 (COVID-19), caused by the severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2), has turned into a global pandemic with multitudinous health impacts. Main body: In light of the higher vulnerability of men to COVID-19 than women, there is rising concerns on the impact of SARS-CoV-2 infection on male fertility and possibilities of seminal contamination and transmission. The pandemic has attributed to the brief suspension of many fertility clinics and pathology laboratories, though many remained functional. Few reports reflect that SARS-CoV-2 can contaminate the semen of COVID-19 patients as well as that of recovering patients. The viral invasion into the testis may be due to the disrupted anatomical barriers of the testis by the inflammatory responses, and the persistence of the virus in the semen may be facilitated by the testicular immune privilege. Since SARS-CoV-2 is an enveloped RNA virus, it is also theoretically possible that this virus can remain viable in the semen samples even after cryopreservation with liquid nitrogen. Conclusion: The present review emphasizes the possibilities of seminal dissemination of SARS-CoV-2 and thereby the chances of its sexual transmission. These perceptions and predictions are to facilitate immediate necessary actions to improvise the standard precautionary procedures for laboratory practices, including semen analysis or processing the semen sample for fertility treatments. © 2021, The Author(s).","COVID-19; Male infertility; SARS-CoV-2; Semen infection; Sexual transmission","liquid nitrogen; contamination; coronavirus disease 2019; cryopreservation; disease transmission; fertility clinic; human; immune privilege; infertility therapy; inflammation; male fertility; male infertility; pandemic; perception; persistent virus infection; prediction; Review; semen analysis; Severe acute respiratory syndrome coronavirus 2; sexual transmission; testis; viral contamination; virus transmission"
"A survey on COVID-19 vaccine acceptance and concern among Malaysians",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107799110&doi=10.1186%2fs12889-021-11071-6&partnerID=40&md5=492b5990b63004faaeb2ae463d94fcf3","Background: Vaccination is an effective way to curtail the burden of COVID-19 in which success depends on a high acceptance of the vaccine. However, addressing concerns among vaccine-hesitant individuals is essential to avoid failure of the immunisation programme. This study sought to assess the concerns and acceptance rates regarding the COVID-19 vaccine among Malaysians. Methods: An online questionnaire was distributed to 1411 respondents via a snowball sampling method among Malaysians aged 18 years and above. Results: The majority of the respondents were young adults (40.7%), female (62.8%), Malay (63.8%), Muslim (72.3%), married (52.9%), with tertiary education (86.8%) and without medical illness (85%). Social media (97.4%) was the primary source of information regarding COVID-19. The overall acceptance rate was high (83.3%), with the lowest rates among the elderly aged 60 years and above (63.4%) and pensioners (64.6%). Hesitance was caused by concerns regarding side effects (95.8%), safety (84.7%), lack of information (80.9%), effectiveness (63.6%) and religious (20.8%) and cultural factors related to the COVID-19 vaccine (6.8%). Respondents with diabetes mellitus (24.7%) and hypercholesterolemia (23%) were more hesitant to accept the COVID-19 vaccine, at 16.1 and 15.8%, respectively. Predictors of COVID-19 vaccine hesitance were age, religion, and current residence. Conclusions: The results indicate a high rate of acceptance of the COVID-19 vaccine among Malaysians. Thus, the Malaysian government and other related agencies should increase their campaign and prepare to implement the COVID-19 mass immunisation programme among Malaysians. However, despite the high acceptance rate, it remains important to address concerns among hesitant individuals by building trust in vaccine safety and effectiveness through adequate information regarding the vaccine. © 2021, The Author(s).","Acceptance; Concern; COVID-19; Vaccine","vaccine; aged; cross-sectional study; female; human; questionnaire; vaccination; young adult; Aged; COVID-19; COVID-19 Vaccines; Cross-Sectional Studies; Female; Humans; SARS-CoV-2; Surveys and Questionnaires; Vaccination; Vaccines; Young Adult"
"Vulnerability of financial markets in India: The contagious effect of COVID-19",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107614894&doi=10.1016%2fj.ribaf.2021.101462&partnerID=40&md5=900aeb3a652dc5c34793c40c32233473","This study aims to examine the impact of COVID-19 on financial markets, using emerging market data. Specifically, panel data regression is applied on 3200 observations for daily market returns during lockdown in India. The event study methodology is adopted to show abnormal returns registered in the lockdown period. A contrasting breakdown effect of COVID-19 on various Indian industries has been observed through sectoral analysis. The study also provides empirical evidence for lockdown measures taken by the government on stock market returns and post lockdown impact of COVID-19 on daily market returns for over 6550 observations. © 2021 Elsevier B.V.","COVID-19; Financial markets; Lockdown; Panel data; Regression",
"Hand hygiene behavior among Sri Lankan medical students during COVID-19 pandemic",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107524024&doi=10.1186%2fs12909-021-02783-9&partnerID=40&md5=ca2d2758cf3c12fe2ca100ff052059c4","Background: Poor compliance with hand hygiene practices among medical students poses a risk for cross-infection. It has become more critical during the COVID-19 pandemic than ever before. This study aimed to determine the knowledge, attitudes, practices of hand hygiene among final-year medical students. It also explored reported hand hygiene behavior before the COVID-19 pandemic and the need for educational strategies to correct the deficiencies. Methods: A concurrent mixed-method approach was used. In the quantitative strand, a cross-sectional online survey was carried out via a Google form. Mann-Whitney U test and Chi-squared test were used for comparisons. In the qualitative strand, twelve participants were interviewed, based on a semi-structured interview guide and audio recorded. Transcribed data were evaluated with thematic content analysis. Results: A total of 225 final-year medical students were studied in the quantitative strand. Most were females. The mean score for knowledge was 3.35 ± 0.795 out of six. Of them, 31.6 % of participants scored below 3 points (< 50 % of the total). Most (78.9 %) had positive attitudes (score of > 80 %). Only 36.4 % reported “adequate” hand hygiene performance in all eight dimensions of the behavior domain. Noticeably, fewer participants reported to clean their hands after checking blood pressure (55.6 %), and only 66.2 % stated carrying a hand sanitizer in their pocket. Significant correlations were not found between reported behavior and attitudes (p = 0.821) or knowledge (p = 0.794). The qualitative strand with 12 respondents revealed the positive influence of both hierarchical and non-hierarchal role models. Time constraints, skin irritation, and workload pressures were the main barriers. Frequent reminders, supervision, and interactive teaching were suggested as methods to improve hand hygiene compliance. They also stated that increased enthusiasm was noted on hand hygiene during the COVID-19 pandemic compared to the pre-pandemic period. Conclusions: Most of the participants had positive attitudes towards hand hygiene. Yet, a considerable gap between attitudes and knowledge and reported hand hygiene behavior was evident. Coupling educational programs that use cognitive and behavioral methods, including role modeling, supervision, and frequent reminders, is recommended to bridge the knowledge-attitude-behavior gap. © 2021, The Author(s).","Attitude; Behavior; Hand Hygiene; Knowledge; Medical; Pandemics; Sri Lanka; Students","attitude to health; cross-sectional study; female; hand washing; human; male; medical student; pandemic; questionnaire; COVID-19; Cross-Sectional Studies; Female; Hand Hygiene; Health Knowledge, Attitudes, Practice; Humans; Male; Pandemics; SARS-CoV-2; Students, Medical; Surveys and Questionnaires"
"Fulfilling the promise of digital health interventions (DHI) to promote women’s sexual, reproductive and mental health in the aftermath of COVID-19",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107179977&doi=10.1186%2fs12978-021-01168-x&partnerID=40&md5=5f22f0b1461ac8fa0b3522c90f138ed5",[No abstract available],,"female; health care personnel; human; mental health; COVID-19; Female; Health Personnel; Humans; Mental Health; Outcome Assessment, Health Care; SARS-CoV-2"
"Constructing collective identities and solidarity in premiers’ early speeches on COVID-19: a global perspective",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106980703&doi=10.1057%2fs41599-021-00805-x&partnerID=40&md5=3063d8ec89e31e3b4257a5c65b512b3d","The COVID-19 pandemic has prompted a unique global experience, arousing both exclusionary nationalistic and inclusionary responses of solidarity. This article aims to explore the discursive and linguistic means by which the COVID-19 pandemic, as a macro-event, has been translated into local micro-events. The analysis studies the global pandemic through the initial statements of 29 leading political actors across four continents. The aim is to examine discursive constructions of solidarity and nationalism through the social representation of inclusion/exclusion of in-, out-, and affiliated groups. The comparative analysis is based on the theoretical and methodological framework of the socio-cognitive approach to critical discourse analysis and is informed by argumentation theory and nationalism studies. The results of our analysis suggest that leaders have constructed the virus as the main outgroup through the metaphors of the pandemic-as-war and the pandemic-as-movement which have entered the national space. Faced with this threat, these speeches have discursively constructed the nation-as-a-team as the main in-group and prioritized (1) a vertical type of solidarity based on nationhood and according to governmental plans; (2) exclusionary solidarity against rule-breakers; (3) horizontal solidarity that is both intergenerational and among family members, and (4) transnational solidarity. It is not by chance that the world stands as a relevant affiliated group that needs to forcibly collaborate in order to face the main outgroup, the virus itself. A major consensus has been found in constructing the out-group. In contrast, the linguistic and discursive constructions of in-groups and their affiliates display a greater variation, depending upon the prevalent discursive practices and social context within different countries. © 2021, The Author(s).",,
"Depression level and coping responses toward the movement control order and its impact on quality of life in the Malaysian community during the COVID-19 pandemic: a web-based cross-sectional study",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106949090&doi=10.1186%2fs12991-021-00352-4&partnerID=40&md5=2afe53dff76cbd6824178ece04b13563","Background: Coronavirus 2019 disease (COVID-19) is a highly infectious disease prompting extreme containment measures, including lockdown, travel restrictions, social distancing, and stringent personal hygiene. This study investigates the depression level and coping responses toward the lockdown, referred as the movement control order (MCO) during COVID-19 pandemic in Malaysia and its impact on quality of life. Method: This cross-sectional study was conducted from April to May 2020. The outcomes were assessed using the Depression, Anxiety and Stress Scale–21, Coping Orientation to Problems Experienced Inventory, and World Health Organisation Quality of Life–BREF Scale (WHOQOL-BREF) in both English and validated Malay versions. Results: Mild-to-severe depression was found in 28.2% (n = 149) of the 528 respondents. Respondents with mild-to-severe depression were significantly younger (33.09 ± 10.08 versus 36.79 ± 12.47 years), without partner (71.8% versus 45.6%), lived in the red zone (85.9% versus 71.0%), and had lower household income as defined in the category of B40 (51.7% versus 39.3%) compared to those without depression (all p < 0.01). The avoidant coping score was significantly higher (25.43 ± 5.69 versus 20.78 ± 5.65), while the religious coping score was significantly lower (5.10 ± 2.07 versus 5.94 ± 2.11) among those with mild-to-severe depression compared to those without depression (both p < 0.001). Respondents with mild-to-severe depression also had significantly lower mean score in each domain of WHOQOL-BREF compare to those without depression [(physical health, 13.63 ± 2.66 versus 16.20 ± 2.11), (psychological, 12.5 ± 2.79 versus 16.10 ± 2.14), (social relationships, 12.17 ± 3.49 versus 15.28 ± 2.93), environment (14.50 ± 2.39 versus 16.21 ± 2.14), all p < 0.001] after controlling for age, marital status, zone, household income, and coping scores. Conclusion: COVID-19 lockdown had adverse mental health effects. Our study highlighted that approximately one in three individual experienced mild-to-severe depression during the nationwide MCO. The varied impact of the pandemic on mental health could be due to different population characteristics and coping strategies used. Identifying those at higher risk to develop depression during MCO for COVID-19 pandemic could help mental healthcare service providers to plan services for those susceptible, thereby mitigating the pandemic’s effect on quality of life. © 2021, The Author(s).","Coping; Coronavirus; COVID-19 pandemic; Depression; Mental health; Quality of life",
"Global effect of COVID-19 pandemic on physical activity, sedentary behaviour and sleep among 3- to 5-year-old children: a longitudinal study of 14 countries",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106023891&doi=10.1186%2fs12889-021-10852-3&partnerID=40&md5=0cfe632f5ed9a4ad47ffb222d07adc94","Background: The restrictions associated with the 2020 COVID-19 pandemic has resulted in changes to young children’s daily routines and habits. The impact on their participation in movement behaviours (physical activity, sedentary screen time and sleep) is unknown. This international longitudinal study compared young children’s movement behaviours before and during the COVID-19 pandemic. Methods: Parents of children aged 3–5 years, from 14 countries (8 low- and middle-income countries, LMICs) completed surveys to assess changes in movement behaviours and how these changes were associated with the COVID-19 pandemic. Surveys were completed in the 12 months up to March 2020 and again between May and June 2020 (at the height of restrictions). Physical activity (PA), sedentary screen time (SST) and sleep were assessed via parent survey. At Time 2, COVID-19 factors including level of restriction, environmental conditions, and parental stress were measured. Compliance with the World Health Organizations (WHO) Global guidelines for PA (180 min/day [≥60 min moderate- vigorous PA]), SST (≤1 h/day) and sleep (10-13 h/day) for children under 5 years of age, was determined. Results: Nine hundred- forty-eight parents completed the survey at both time points. Children from LMICs were more likely to meet the PA (Adjusted Odds Ratio [AdjOR] = 2.0, 95%Confidence Interval [CI] 1.0,3.8) and SST (AdjOR = 2.2, 95%CI 1.2,3.9) guidelines than their high-income country (HIC) counterparts. Children who could go outside during COVID-19 were more likely to meet all WHO Global guidelines (AdjOR = 3.3, 95%CI 1.1,9.8) than those who were not. Children of parents with higher compared to lower stress were less likely to meet all three guidelines (AdjOR = 0.5, 95%CI 0.3,0.9). Conclusion: PA and SST levels of children from LMICs have been less impacted by COVID-19 than in HICs. Ensuring children can access an outdoor space, and supporting parents’ mental health are important prerequisites for enabling pre-schoolers to practice healthy movement behaviours and meet the Global guidelines. © 2021, The Author(s).","24-h movement behaviours; Low- and middle-income countries; Outdoors; Play; Preschool; Quarantine","exercise; human; longitudinal study; pandemic; preschool child; sleep; Child, Preschool; COVID-19; Exercise; Humans; Longitudinal Studies; Pandemics; SARS-CoV-2; Sedentary Behavior; Sleep"
"Unilateral frosted branch angiitis in an human immunodeficiency virus-infected patient with concurrent COVID-19 infection: a case report",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105707589&doi=10.1186%2fs13256-021-02826-1&partnerID=40&md5=f1f7b797bb6e27941a51ce3e4c47cd46","Background: Frosted branch angiitis (FBA) is an uncommon ocular sign with multiple causes. With the recent outbreak of coronavirus disease 2019 (COVID-19), many cases of ocular manifestation in association with this disease have been reported. However, as yet we have no complete understanding of this condition. We report here the first case of FBA in a human immunodeficiency virus-infected patient with coexisting cytomegalovirus (CMV) and COVID-19 infection. Case presentation: A 33-year-old Malay man with underlying acquired immunodeficiency syndrome receiving highly active antiretroviral therapy was referred to the Opthalmology Department with complaints of blurry vision for the past 2 months. He had tested positive for and been diagnosed with COVID-19 1 month previously. Clinical examination of the fundus revealed extensive perivascular sheathing of both the artery and vein suggestive of FBA in the right eye. Laboratory testing of nasal swabs for COVID-19 polymerase chain reaction (PCR) and serum CMV antibody were positive. The patient was then admitted to the COVID-19 ward and treated with intravenous ganciclovir. Conclusion: Clinicians should be aware of and take the necessary standard precautions for possible coexistence of COVID-19 in an immunocompromised patient presenting with blurred vision, eye redness, dry eye and foreign body sensation despite the absence of clinical features suggestive of COVID-19. Whether FBA is one of the ocular signs of co-infection of COVID-19 and CMV remains unknown. Further studies are needed to provide more information on ocular signs presented in patients with concurrent COVID-19 and CMV infections. © 2021, The Author(s).","Coronavirus disease 2019; Cytomegalovirus; Frosted branch angiitis","adult; case report; eye fundus; human; Human immunodeficiency virus; male; retina vasculitis; Adult; COVID-19; Fundus Oculi; HIV; Humans; Male; Retinal Vasculitis; SARS-CoV-2"
"The use of dual oxygen concentrator system for mechanical ventilation during COVID-19 pandemic in Sabah, Malaysia",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105613009&doi=10.1186%2fs12245-021-00354-9&partnerID=40&md5=14002a70f3229413cb803d13b4cfde9a","Sabah in Malaysian Borneo is among the Malaysian states which reported a high number of detected COVID-19 cases during the current pandemic. Due to geographical challenges and limited resources, clinicians developed novel strategies for managing patients. The use of a dual oxygen concentrator system for mechanical ventilation is one of the innovations developed by retrieval team members from the Emergency Department (ED) of the Sabah Women and Children’s Hospital. Due to conditions requiring isolation of patients suspected of or positive for COVID-19, high-risk patients were treated in an ED extension area that lacked central wall oxygen. Direct access to oxygen tanks became the only viable option, but ensuring a continuous supply was laborious. The novel setup described within this paper has been used on intubated patients in the ED extension area with moderate to high ventilator settings successfully. This simple setup, designed to meet the limited resources within a pandemic environment, needed only a turbine-driven ventilator, two oxygen concentrators, a 3-way connector, and three oxygen tubing. The application of this setup could potentially save more critically ill patients who are being managed in resource-limited conditions such as in smaller district hospitals or out in the field. © 2021, The Author(s).",,"Article; artificial ventilation; coronavirus disease 2019; critically ill patient; emergency ward; endotracheal intubation; human; pandemic; priority journal; Sabah"
"Public and private sectors collective response to combat COVID-19 in Malaysia",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105467372&doi=10.1186%2fs40545-021-00322-x&partnerID=40&md5=03b7b55e9a045d4c3bb4f7bcbe9e6bba","Over the last year, the dangerous severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has spread rapidly around the world. Malaysia has not been excluded from this COVID-19 pandemic. The resurgence of COVID-19 cases has overwhelmed the public healthcare system and overloaded the healthcare resources. Ministry of Health (MOH) Malaysia has adopted an Emergency Ordinance (EO) to instruct private hospitals to receive both COVID-19 and non-COVID-19 patients to reduce the strain on public facilities. The treatment of COVID-19 patients at private hospitals could help to boost the bed and critical care occupancy. However, with the absence of insurance coverage because COVID-19 is categorised as pandemic-related diseases, there are some challenges and opportunities posed by the treatment fees management. Another major issue in the collaboration between public and private hospitals is the willingness of private medical consultants to participate in the management of COVID-19 patients, because medical consultants in private hospitals in Malaysia are not hospital employees, but what are termed “private contractors” who provide patient care services to the hospitals. Other collaborative measures with private healthcare providers, e.g. tele-conferencing by private medical clinics to monitor COVID-19 patients and the rollout of national vaccination programme. The public and private healthcare partnership must be enhanced, and continue to find effective ways to collaborate further to combat the pandemic. The MOH, private healthcare sectors and insurance providers need to have a synergistic COVID-19 treatment plans to ensure public as well as insurance policy holders have equal opportunities for COVID-19 screening tests, vaccinations and treatment. © 2021, The Author(s).","Collaborative measures; COVID-19; Insurance providers; Ministry of Health Malaysia; Private healthcare sectors","coronavirus disease 2019; health care personnel; health care planning; health insurance; hospital bed utilization; human; insurance; intensive care; Malaysia; Note; pandemic; patient monitoring; private hospital; private sector; public sector; public-private partnership; teleconference; vaccination"
"Lives versus Livelihoods? Perceived economic risk has a stronger association with support for COVID-19 preventive measures than perceived health risk",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105459494&doi=10.1038%2fs41598-021-88314-4&partnerID=40&md5=7f0ca237daf13639dc5ba7b0b73c0801","This paper examines whether compliance with COVID-19 mitigation measures is motivated by wanting to save lives or save the economy (or both), and which implications this carries to fight the pandemic. National representative samples were collected from 24 countries (N = 25,435). The main predictors were (1) perceived risk to contract coronavirus, (2) perceived risk to suffer economic losses due to coronavirus, and (3) their interaction effect. Individual and country-level variables were added as covariates in multilevel regression models. We examined compliance with various preventive health behaviors and support for strict containment policies. Results show that perceived economic risk consistently predicted mitigation behavior and policy support—and its effects were positive. Perceived health risk had mixed effects. Only two significant interactions between health and economic risk were identified—both positive. © 2021, The Author(s).",,"communicable disease control; employment; epidemiology; health behavior; health status; human; isolation and purification; pandemic; perception; prevention and control; risk; work; Communicable Disease Control; COVID-19; Employment; Health Behavior; Health Status; Humans; Pandemics; Perception; Risk; SARS-CoV-2; Work"
"GraphCovidNet: A graph neural network based model for detecting COVID-19 from CT scans and X-rays of chest",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104423704&doi=10.1038%2fs41598-021-87523-1&partnerID=40&md5=e02baa8a643158c0c15ac8ca22475573","COVID-19, a viral infection originated from Wuhan, China has spread across the world and it has currently affected over 115 million people. Although vaccination process has already started, reaching sufficient availability will take time. Considering the impact of this widespread disease, many research attempts have been made by the computer scientists to screen the COVID-19 from Chest X-Rays (CXRs) or Computed Tomography (CT) scans. To this end, we have proposed GraphCovidNet, a Graph Isomorphic Network (GIN) based model which is used to detect COVID-19 from CT-scans and CXRs of the affected patients. Our proposed model only accepts input data in the form of graph as we follow a GIN based architecture. Initially, pre-processing is performed to convert an image data into an undirected graph to consider only the edges instead of the whole image. Our proposed GraphCovidNet model is evaluated on four standard datasets: SARS-COV-2 Ct-Scan dataset, COVID-CT dataset, combination of covid-chestxray-dataset, Chest X-Ray Images (Pneumonia) dataset and CMSC-678-ML-Project dataset. The model shows an impressive accuracy of 99% for all the datasets and its prediction capability becomes 100% accurate for the binary classification problem of detecting COVID-19 scans. Source code of this work can be found at GitHub-link. © 2021, The Author(s).",,"diagnostic imaging; human; information processing; isolation and purification; procedures; thorax radiography; virology; x-ray computed tomography; COVID-19; Datasets as Topic; Humans; Neural Networks, Computer; Radiography, Thoracic; SARS-CoV-2; Tomography, X-Ray Computed"
